;;Totals;;;;;;;;;;;Average energy efficiency;;;;;;;;;;;;Distance and time;;;Average energy efficiency on Laden Voyages;;;;;;;;;;;;Additional voluntary reporting;
IMO Number;Name;Total fuel consumption [m tonnes];Fuel consumptions assigned to On laden [m tonnes];Total CO₂ emissions [m tonnes];CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes];CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes];CO₂ emissions assigned to Passenger transport [m tonnes];CO₂ emissions assigned to Freight transport [m tonnes];CO₂ emissions assigned to On laden [m tonnes];Annual Total time spent at sea [hours];Annual average Fuel consumption per distance [kg / n mile];Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles];Annual average Fuel consumption per transport work (volume) [g / m³ · n miles];Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles];Annual average Fuel consumption per transport work (pax) [g / pax · n miles];Annual average Fuel consumption per transport work (freight) [g / m tonnes · n miles];Annual average CO₂ emissions per distance [kg CO₂ / n mile];Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles];Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles];Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles];Annual average CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles];Annual average CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles];Through ice [n miles];Total time spent at sea [hours];Total time spent at sea through ice [hours];Fuel consumption per distance on laden voyages [kg / n mile];Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles];Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles];Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles];Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles];Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles];CO₂ emissions per distance on laden voyages [kg CO₂ / n mile];CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles];CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles];CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles];CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles];CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles];Additional information to facilitate the understanding of the reported average operational energy efficiency indicators;Average density of the cargo transported [m tonnes / m³]
7807744;RIGEL III;6092,13;N/A;19120,14;0;9484,3;9406,06;229,23;18890,91;18890,91;N/A;708,4;300,18;N/A;N/A;N/A;1,92;1,71;942,11;N/A;N/A;N/A;6,03;5,37;N/A;708,4;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7813937;BARI;5753,73;N/A;18033,54;5749,67;5927,67;5977,83;378,66;17654,87;17654,87;N/A;2794;130,34;N/A;N/A;N/A;1,33;0,87;408,51;N/A;N/A;N/A;4,17;2,74;N/A;2794;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7814046;KRITI I;15382,48;N/A;48225,24;45607,95;0;0;2617,29;274,92;47950,33;N/A;4637,05;178,24;N/A;N/A;N/A;6,04;77,66;558,8;N/A;N/A;N/A;18,95;243,48;N/A;4637,05;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7814058;KRITI II;12931,91;N/A;40362,21;36987,84;0;0;3374,37;430,31;39931,9;N/A;3490,05;193,42;N/A;N/A;N/A;4,16;54,58;603,68;N/A;N/A;N/A;12,99;170,35;N/A;3490,05;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7814462;WAWEL;11185,8;N/A;35317,5;31312,47;0;0;4005,03;3355,16;31962,34;N/A;5508,73;156,55;N/A;N/A;N/A;Division by zero!;77,13;494,28;N/A;N/A;N/A;Division by zero!;243,54;N/A;5508,73;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7822457;SAGA SAPPHIRE;16454,17;;51969,88;42154,29;5839,01;2096,52;1880,05;N/A;N/A;;7916,2;191,27;N/A;N/A;N/A;336,34;N/A;604,12;N/A;N/A;N/A;1062,32;N/A;N/A;7916,2;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
7826788;RIGEL II;5738,33;N/A;17972,69;0;8484,26;8312,25;1176,18;16796,5;16796,5;N/A;1665,9;218,01;N/A;N/A;N/A;1,53;1,85;682,8;N/A;N/A;N/A;4,78;5,77;N/A;1665,9;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7826790;GNV AZZURRA;9307,57;N/A;29344,83;10803;6729;6951;4863;28962,1;382,74;N/A;2255;280,98;N/A;N/A;N/A;494,98;0,01;885,88;N/A;N/A;N/A;1560,58;0,03;N/A;2255;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7826855;URD;7900;N/A;24978,92;24069,57;0;0;909,35;8645,99;16332,94;N/A;6810;80,96;N/A;N/A;N/A;275,31;25,96;255,98;N/A;N/A;N/A;871,28;82,03;;6810;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7826867;STENA GOTHICA;4996;N/A;15803,01;14243,25;0;0;1559,76;5453,18;10349,83;N/A;4294;81,38;N/A;N/A;N/A;695,35;44,87;257,42;N/A;N/A;N/A;2203,3;141,8;;4294;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7827213;CELESTYAL CRYSTAL;6912,69;;21710,24;11226,21;521,88;5093,64;4868,51;N/A;N/A;;3487,03;268,89;N/A;N/A;N/A;446,21;N/A;844,49;N/A;N/A;N/A;1401,38;N/A;N/A;3487,03;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
7827225;REGINA BALTICA;11957,44;N/A;37530,46;163,28;17832,82;17998,28;1536;29904,28;7626,18;N/A;5108;147,71;N/A;N/A;N/A;7314,31;7313,1;463,61;N/A;N/A;N/A;22957,22;22953,41;N/A;5108;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7901265;ROSELLA;7402;N/A;23323,7;20700;0;0;2650;16637,28;4033,28;N/A;3914;125,88;N/A;N/A;N/A;202,3;450,7;396,66;N/A;N/A;N/A;637,44;1420,17;;3914;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7901760;STENA EUROPE;9701;N/A;30285,39;25756,16;0;0;4529,23;23580,61;6704,78;N/A;4578;136,41;N/A;N/A;N/A;473,14;39,7;425,85;N/A;N/A;N/A;1477,75;123,76;;4578;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7904889;BERLIN;3738,87;;11986,82;8694,8;1137,71;1004,44;1149,86;N/A;N/A;;3343,42;84,13;N/A;N/A;N/A;251,81;N/A;269,71;N/A;N/A;N/A;807,31;N/A;N/A;3343,42;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
7907245;STENA DANICA;11260;N/A;35505,89;31724,46;0;0;3781,43;22895,57;12610,33;N/A;4792;168,39;N/A;N/A;N/A;222,01;54,87;530,97;N/A;N/A;N/A;700,15;172,99;;4792;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7907659;STENA VISION;17916;N/A;56476,14;54248,02;0;0;2228,13;39637,5;16838,63;N/A;7276;157,9;N/A;N/A;N/A;220,35;19,67;497,74;N/A;N/A;N/A;694,61;62;;7276;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7907661;STENA SPIRIT;15452;N/A;48692,77;47289,7;0;0;1403,08;34228,86;14463,92;N/A;6952;149,06;N/A;N/A;N/A;196,96;19,56;469,72;N/A;N/A;N/A;620,68;61,63;;6952;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7907673;EL. VENIZELOS;7902,64;N/A;24682,8;17774,83;0;0;7946,11;783,44;23899,37;N/A;1564,53;276,92;N/A;N/A;N/A;7,84;99,7;864,91;N/A;N/A;N/A;24,48;311,41;N/A;1564,53;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7911533;MOBY DADA;13199,72;N/A;41261,75;39157,21;0;0;2104,55;39611,27;1650,47;N/A;3409,48;205,22;N/A;N/A;N/A;400,16;11,72;641,49;N/A;N/A;N/A;1250,89;36,64;;3409,48;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7911545;STENA SAGA;12831;N/A;40465,85;38232,46;0;0;2233,38;34476,92;5988,92;N/A;6840;131,18;N/A;N/A;N/A;174,64;48,77;413,72;N/A;N/A;N/A;550,78;153,8;;6840;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7915096;OCEAN DREAM;3307,16;;10431,65;4121,38;4076,39;1391,42;842,49;N/A;N/A;;1330;181,8;N/A;N/A;N/A;149,61;N/A;573,45;N/A;N/A;N/A;471,92;N/A;N/A;1330;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
7915412;CSL ARGOSY;742,8;;2322,6;0;927,65;1349,11;45,85;N/A;N/A;;892,25;89,86;2,45;N/A;N/A;N/A;N/A;280,97;7,66;N/A;N/A;N/A;N/A;N/A;892,25;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
7920857;SHAM 1;791,48;;2478,42;174,31;957,04;1288,21;58,86;N/A;N/A;;1912;44,59;96,19;N/A;96,19;N/A;N/A;139,62;301,21;N/A;301,21;N/A;N/A;N/A;1912;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
7926148;ALGOMA VALUE;1131,97;;3547,15;285,78;1491,71;1628,14;141,51;N/A;N/A;;801,4;118,68;2,14;N/A;N/A;N/A;N/A;371,88;6,69;N/A;N/A;N/A;N/A;N/A;801,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
7926162;CSL METIS;1578;;4938,31;138,35;1449,2;3205,21;145,55;N/A;N/A;;1243;113,57;2,19;N/A;N/A;N/A;N/A;355,42;6,85;N/A;N/A;N/A;N/A;N/A;1243;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
7927984;CELESTYAL OLYMPIA;10011,95;;31264,32;22135,72;1443,87;1312,8;6371,93;N/A;N/A;;3521,15;220,38;N/A;N/A;N/A;188,3;N/A;688,17;N/A;N/A;N/A;588,02;N/A;N/A;3521,15;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
7928811;ALMARIYA;8606,17;N/A;27080,95;4427,56;8743,99;8743,99;3048,13;27080,94;27080,94;N/A;3906;156,68;N/A;N/A;N/A;0,77;1,17;493,01;N/A;N/A;N/A;2,43;3,69;;3906;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
7931985;VICTORY;1159,52;;3637,3;0;1776,15;1836,79;24,37;N/A;N/A;;1310,5;79,56;97,25;N/A;Division by zero!;N/A;N/A;249,59;305,06;N/A;Division by zero!;N/A;N/A;N/A;1310,5;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
7931997;BALTIVIA;6166,7;N/A;19485,76;16650,29;0;0;2835,47;389,7;19096,06;N/A;3643,2;131,2;N/A;N/A;N/A;Division by zero!;81,83;414,57;N/A;N/A;N/A;Division by zero!;258,57;N/A;3643,2;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8000214;SAGA PEARL II;11823,66;;37493,49;33580,38;969,66;1055,24;1888,21;N/A;N/A;;7299,27;148,96;N/A;N/A;N/A;444,02;N/A;472,36;N/A;N/A;N/A;1408,01;N/A;N/A;7299,27;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
8000226;WASA EXPRESS;5456,9;N/A;17494,82;14329,86;0;0;3164,96;5248,45;12246,37;N/A;3784,3;121,49;N/A;N/A;N/A;486,6;278,93;389,48;N/A;N/A;N/A;1560,03;894,25;0;3784,3;0;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8000836;PATRA 3;1570,8;738,4;4935,19;0;1864,68;2311,65;756,86;N/A;N/A;2311,65;5729,79;39,41;0,37;N/A;3,29;N/A;N/A;123,81;1,17;N/A;10,33;N/A;N/A;;5729,79;;35,04;0,17;N/A;1,54;N/A;N/A;109,7;0,55;N/A;4,84;N/A;N/A;;
8001024;CSL ELBE;2464,18;;7900,16;5748,77;0;0;2151,39;N/A;N/A;;5468,38;56,75;9,78;N/A;N/A;N/A;N/A;181,95;31,36;N/A;N/A;N/A;N/A;;5468,38;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8008450;CSL RHINE;2507,88;;8040,26;5317,64;0;0;2722,63;N/A;N/A;;5353,98;62,6;11,14;N/A;N/A;N/A;N/A;200,69;35,72;N/A;N/A;N/A;N/A;;5353,98;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8009533;MEGA STAR;78,14;;246,44;0;90,8;136,6;19,03;N/A;N/A;;311,48;54,94;8,51;N/A;N/A;N/A;N/A;173,26;26,84;N/A;N/A;N/A;N/A;N/A;311,48;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8009545;SIRIOS CEMENT I;808,82;;2559,46;0;1243;977;340;N/A;N/A;;1729;44,67;7,22;N/A;7,22;N/A;N/A;141,34;22,85;N/A;22,85;N/A;N/A;N/A;1729;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8013132;POLARSTERN;4687,22;;15027,23;1567,41;7267,1;5804,46;388,25;N/A;N/A;;4407,2;155,16;;N/A;35,47;N/A;N/A;497,46;;N/A;113,73;N/A;N/A;0;4407,2;0;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8019368;VESTERALEN;4446,37;N/A;14255,06;12549,32;0;0;1705,74;12687,01;1568,06;N/A;6172,65;53,06;N/A;N/A;N/A;Division by zero!;217,94;170,12;N/A;N/A;N/A;Division by zero!;698,7;N/A;6172,65;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8020599;AKRITAS;7092,5;;22161,73;16914,25;1449,37;2343,23;1454,88;N/A;N/A;;4501,45;107,17;61,93;N/A;N/A;N/A;N/A;334,88;193,51;N/A;N/A;N/A;N/A;;4501,45;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8020604;ALEXO;5502,15;;17248,62;11673,14;1945,03;2176,01;1456,05;N/A;N/A;;4888;90,78;48484,16;N/A;N/A;N/A;N/A;284,6;151992,38;N/A;N/A;N/A;N/A;N/A;4888;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8020642;MOBY ZAZA';6636,79;N/A;20905,97;18100,53;0;0;2805,44;20550,56;355,42;N/A;3601,52;138,22;N/A;N/A;N/A;461,87;11,9;435,38;N/A;N/A;N/A;1454,88;37,49;;3601,52;;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8020927;PREVELIS;8394,11;N/A;26451,1;25237,03;0;0;1299,11;385,11;26065,99;N/A;6058,58;94,96;N/A;N/A;N/A;4,04;51,25;299,23;N/A;N/A;N/A;12,77;161,48;N/A;6058,58;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8025343;SUPER SERVANT 4;6577,43;;20540,9;2680,15;8968,29;8432,07;460,39;N/A;N/A;;5656,58;103,43;90,92;N/A;10,25;N/A;N/A;322,99;283,93;N/A;32,02;N/A;N/A;N/A;5656,58;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8026907;ZHEN HUA 19;2551,47;;7980,84;0;3730,2;4205,75;44,88;N/A;N/A;;1783,95;138,2;57,71;N/A;4,54;N/A;N/A;432,28;180,53;N/A;14,2;N/A;N/A;N/A;1783,95;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8027298;MARELLA CELEBRATION;9197,48;;28836,15;19585,93;2902,95;3119,25;3228,02;N/A;N/A;;3416,87;203,01;N/A;N/A;N/A;164,58;N/A;636,49;N/A;N/A;N/A;515,99;N/A;N/A;3416,87;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
8030283;AVIVA;896,12;;2815,44;75,55;1075,24;1403;261,65;N/A;N/A;;2192,44;54,57;52,06;N/A;N/A;N/A;N/A;171,46;163,58;N/A;N/A;N/A;N/A;;2192,44;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8105404;RAMA H;399,7;;1256,23;18,87;633,9;457,18;146,28;N/A;N/A;;2434;35,44;8,03;N/A;8,23;N/A;N/A;111,37;25,23;N/A;25,85;N/A;N/A;N/A;2434;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8107000;STEVIA;1951,4;1063,4;6120,38;0;2279,41;3327,68;815,28;N/A;N/A;3327,68;6255,01;39,94;0,34;N/A;3,33;N/A;N/A;125,27;1,08;N/A;10,45;N/A;N/A;;6255,01;;40,88;0,19;N/A;1,82;N/A;N/A;127,92;0,58;N/A;5,68;N/A;N/A;;
8110681;BONTRUP AMSTERDAM;878,96;;2754,73;0;1333,49;1400,73;20,52;N/A;N/A;;1272,5;115,11;6,01;N/A;N/A;N/A;N/A;360,76;18,83;N/A;N/A;N/A;N/A;N/A;1272,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8116972;LILY-HA;338;;1063,3;3;413;565;83;N/A;N/A;;1418;37,7;Division by zero!;N/A;3,45;N/A;N/A;118,59;Division by zero!;N/A;10,87;N/A;N/A;N/A;1418;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8121020;PAPA JOY;482,93;;1510,07;192,54;554,74;639,35;123,43;N/A;N/A;;1049,38;49;Division by zero!;N/A;6,76;N/A;N/A;153,21;Division by zero!;N/A;21,12;N/A;N/A;N/A;1049,38;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8122957;OYA STAR;463,54;;1451,84;97,52;586,2;662,66;105,48;N/A;N/A;;654,72;64,46;10,13;N/A;9,81;N/A;N/A;201,88;31,73;N/A;30,73;N/A;N/A;N/A;654,72;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8125454;ARAL;1925,88;1878,48;6018,72;260,15;2681,12;2925,49;151,97;N/A;N/A;5866,75;5272,55;44,75;11,63;N/A;N/A;N/A;N/A;139,87;36,36;N/A;N/A;N/A;N/A;N/A;5272,55;N/A;82,25;11,35;N/A;N/A;N/A;N/A;256,89;35,44;N/A;N/A;N/A;N/A;;
8129321;ALTRANY;570;;1792;259,4;752,67;770,09;0;N/A;N/A;;2839,5;34,04;11,72;N/A;11,72;N/A;N/A;107,02;36,86;N/A;36,86;N/A;N/A;N/A;2839,5;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8130681;CHL PROGRESSOR;3309,7;;10369,53;920,1;4514,38;4544,37;390,67;N/A;N/A;;2728,3;100,21;5,44;N/A;;N/A;N/A;313,97;17,04;N/A;;N/A;N/A;N/A;2728,3;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8130875;MIGHTY SERVANT 1;7735,8;5392,2;24153,39;0;6997,57;16689,99;465,83;N/A;N/A;16832,02;3755,25;206,41;34,93;N/A;Division by zero!;N/A;N/A;644,47;109,05;N/A;Division by zero!;N/A;N/A;N/A;3755,25;N/A;Division by zero!;24,34;N/A;Division by zero!;N/A;N/A;Division by zero!;75,99;N/A;Division by zero!;N/A;N/A;;
8130899;MIGHTY SERVANT 3;4870,2;4695;15398,21;474,17;8418,43;6099,42;406,2;N/A;N/A;14836,53;3923,8;172,55;19,4;N/A;Division by zero!;N/A;N/A;545,55;61,35;N/A;Division by zero!;N/A;N/A;N/A;3923,8;N/A;Division by zero!;18,7;N/A;Division by zero!;N/A;N/A;Division by zero!;59,11;N/A;Division by zero!;N/A;N/A;;
8201480;ARTANIA;11774,9;;37131,41;29813,57;1158,83;3871,94;2287,07;N/A;N/A;;5044,66;200,97;N/A;N/A;N/A;199,49;N/A;633,75;N/A;N/A;N/A;629,07;N/A;N/A;5044,66;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
8201624;MSC IRIS;6461,54;;20442,69;14321,61;1954,68;2919,9;1246,5;N/A;N/A;;6223,3;111,11;11,04;N/A;N/A;N/A;N/A;351,53;34,91;N/A;N/A;N/A;N/A;0;6223,3;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8201636;MSC MALIN;5926,66;;18755,01;17113,79;128,48;49,48;1463,26;N/A;N/A;;5986,4;116,1;11,81;N/A;N/A;N/A;N/A;367,39;37,37;N/A;N/A;N/A;N/A;0;5986,4;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8201648;MSC EYRA;5606,61;;17769,92;15510,4;558,44;455,63;1245,45;N/A;N/A;;5999,4;119,62;14,77;N/A;N/A;N/A;N/A;379,14;46,82;N/A;N/A;N/A;N/A;N/A;5999,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8202018;IRON DESTINY;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8202355;ARABIAN BREEZE;5787,07;;18133,79;16852,61;0;0;1281,18;N/A;N/A;;5484,7;74,13;50,58;N/A;Division by zero!;N/A;N/A;232,28;158,5;N/A;Division by zero!;N/A;N/A;N/A;5484,7;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8202367;AEGEAN BREEZE;718,07;;2253,22;1018,19;555,26;587,79;91,98;N/A;N/A;;681,31;75,89;47,77;N/A;Division by zero!;N/A;N/A;238,12;149,9;N/A;Division by zero!;N/A;N/A;N/A;681,31;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8202381;ASIAN BREEZE;1735,19;;5434,39;4451,84;575,2;0;407,35;N/A;N/A;;1425,1;80,9;53,96;N/A;Division by zero!;N/A;N/A;253,36;168,99;N/A;Division by zero!;N/A;N/A;N/A;1425,1;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8202525;SEA DOVE;579,3;;1820,04;0;867,31;842,31;110,42;N/A;N/A;;1043,02;72,16;3,97;N/A;N/A;N/A;N/A;226,7;12,46;N/A;N/A;N/A;N/A;N/A;1043,02;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8202939;MURVET ANA;397,06;;1248,01;11,86;559,19;628,54;48,41;N/A;N/A;;868,67;45,49;10,6;N/A;;N/A;N/A;142,98;33,31;N/A;;N/A;N/A;N/A;868,67;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8204731;KIVELI;774,28;;2419,56;68,87;1299,72;808,57;241,84;N/A;N/A;;941,44;91,75;4,61;N/A;N/A;N/A;N/A;286,71;14,41;N/A;N/A;N/A;N/A;N/A;941,44;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8208763;POETA LOPEZ ANGLADA;7600,91;N/A;23799,68;1877,81;10426,98;9949,46;1548,04;3612,8;20186,88;N/A;3150;147,79;N/A;N/A;N/A;429,08;426,3;462,74;N/A;N/A;N/A;1343,52;1334,81;N/A;3150;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8215780;LADY MASSA;156,73;;490,52;0;108,86;350,89;30,78;N/A;N/A;;562,91;96,39;13,15;N/A;13,15;N/A;N/A;301,67;41,14;N/A;41,14;N/A;N/A;N/A;562,91;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8217881;MAGELLAN;18163,44;;57480,01;44604,94;2194,36;2972,98;7707,73;N/A;N/A;;5561,68;242,52;N/A;N/A;N/A;201,67;N/A;767,48;N/A;N/A;N/A;638,21;N/A;N/A;5561,68;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
8219906;SCILLA;2909;N/A;9326,25;4850;0;0;4477;9326,25;9326,25;N/A;2059;173,43;N/A;N/A;N/A;3294,63;5584,89;556,03;N/A;N/A;N/A;10562,57;17905,15;N/A;2059;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8219918;VILLA;1258;N/A;4033,15;1936;0;0;2097;;4033,15;N/A;817;188,75;N/A;N/A;N/A;Division by zero!;2694,94;605,12;N/A;N/A;N/A;Division by zero!;8639,99;N/A;817;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8222111;VASALAND;7492,6;;23447,98;22031,57;0;0;1416,41;N/A;N/A;;5964,65;95,24;21,88;N/A;N/A;N/A;N/A;298,06;68,48;N/A;N/A;N/A;N/A;;5964,65;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8226739;LA MANCHE;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8300389;HAPPY BUCCANEER;6291,34;;19814,28;802,92;11389,92;7082,13;539,31;N/A;N/A;;6785,5;86,83;121,93;N/A;23,21;N/A;N/A;273,47;384,03;N/A;73,11;N/A;N/A;N/A;6785,5;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8302014;GIULIO VERNE;1436,98;;4567,5;3936,62;0;0;630,88;N/A;N/A;;2223,32;111,54;48,97;N/A;;N/A;N/A;354,54;155,65;N/A;;N/A;N/A;N/A;2223,32;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8302272;ZERAN;4158,6;;12987,95;2248,99;5033,46;4579,54;1125,97;N/A;N/A;;4417,1;77,1;17,15;;N/A;N/A;N/A;240,8;53,55;;N/A;N/A;N/A;N/A;4417,1;N/A;;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;
8302301;CHODZIEZ;3031,88;;9474,55;2117,58;3386,93;3254,41;715,64;N/A;N/A;;5236,43;80,36;41,11;N/A;N/A;N/A;N/A;251,12;128,46;N/A;N/A;N/A;N/A;N/A;5236,43;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
8306486;MEGA SMERALDA;14582,88;N/A;45425,95;45260,03;0;0;171,05;3655,54;41770,41;N/A;4567,48;192,52;N/A;N/A;N/A;22,68;291,49;599,7;N/A;N/A;N/A;70,66;908,01;N/A;4567,48;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8306498;MEGA ANDREA;16024,4;N/A;49905,96;49770,2;0;0;142,18;3992,46;45913,48;N/A;4838,83;196,67;N/A;N/A;N/A;24,25;263;612,5;N/A;N/A;N/A;75,54;819,09;N/A;4838,83;N/A;;N/A;N/A;N/A;;;;N/A;N/A;N/A;;;;
8307947;TAHA-Y;154,3;;484,46;46,66;61,61;305,01;71,17;N/A;N/A;;160,32;77,87;Division by zero!;N/A;3,64;N/A;N/A;244,49;Division by zero!;N/A;11,43;N/A;N/A;N/A;160,32;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
8308147;CURACAO PEARL;1621,76;;5110,86;1690,06;1438,99;1437,8;544,01;N/A;N/A;;3049,25;76,92;;N/A;3,91;N/A;N/A;242,4;;N/A;12,32;N/A;N/A;N/A;3049,25;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
